symbol,date,open,close,high,low,volume,factor
^NSEI,2016-06-17,8176.64990234375,8170.2001953125,8195.25,8135.7998046875,166600,1.0
^NSEI,2016-06-20,8115.75,8238.5,8244.150390625,8107.35009765625,168600,1.0
^NSEI,2016-06-21,8255.400390625,8219.900390625,8257.25,8202.150390625,137000,1.0
^NSEI,2016-06-22,8213.650390625,8203.7001953125,8238.349609375,8153.25,136100,1.0
^NSEI,2016-06-23,8201.150390625,8270.4501953125,8285.599609375,8188.2998046875,154100,1.0
^NSEI,2016-06-24,8029.10009765625,8088.60009765625,8100.7001953125,7927.0498046875,297600,1.0
^NSEI,2016-06-27,8039.35009765625,8094.7001953125,8120.64990234375,8039.35009765625,162500,1.0
^NSEI,2016-06-28,8096.0498046875,8127.85009765625,8146.35009765625,8086.85009765625,170400,1.0
^NSEI,2016-06-29,8173.10009765625,8204.0,8212.400390625,8157.64990234375,147000,1.0
^NSEI,2016-06-30,8260.25,8287.75,8308.150390625,8242.099609375,279400,1.0
^NSEI,2016-07-01,8313.0498046875,8328.349609375,8356.75,8308.650390625,165500,1.0
^NSEI,2016-07-04,8376.75,8370.7001953125,8398.4501953125,8364.7001953125,154200,1.0
^NSEI,2016-07-05,8379.2998046875,8335.9501953125,8381.4501953125,8319.9501953125,139000,1.0
^NSEI,2016-07-07,8342.0,8337.900390625,8361.9501953125,8317.7001953125,155500,1.0
^NSEI,2016-07-08,8350.0,8323.2001953125,8353.2998046875,8287.5498046875,137900,1.0
^NSEI,2016-07-11,8413.349609375,8467.900390625,8475.25,8407.0498046875,149800,1.0
^NSEI,2016-07-12,8502.599609375,8521.0498046875,8526.599609375,8479.2001953125,183600,1.0
^NSEI,2016-07-13,8540.4501953125,8519.5,8550.25,8493.5498046875,195500,1.0
^NSEI,2016-07-14,8515.75,8565.0,8571.400390625,8500.7001953125,153900,1.0
^NSEI,2016-07-15,8565.4501953125,8541.400390625,8594.7998046875,8510.0498046875,221700,1.0
^NSEI,2016-07-18,8564.0498046875,8508.7001953125,8587.099609375,8494.349609375,164300,1.0
^NSEI,2016-07-19,8514.2998046875,8528.5498046875,8540.0498046875,8476.7001953125,167900,1.0
^NSEI,2016-07-20,8515.4501953125,8565.849609375,8569.900390625,8512.5498046875,160300,1.0
^NSEI,2016-07-21,8582.7001953125,8510.099609375,8585.25,8503.4501953125,150000,1.0
^NSEI,2016-07-22,8519.650390625,8541.2001953125,8548.9501953125,8489.7998046875,143200,1.0
^NSEI,2016-07-25,8519.9501953125,8635.650390625,8641.150390625,8517.2001953125,150000,1.0
^NSEI,2016-07-26,8633.75,8590.650390625,8644.900390625,8577.150390625,154800,1.0
^NSEI,2016-07-27,8599.400390625,8615.7998046875,8665.0,8572.0498046875,184100,1.0
^NSEI,2016-07-28,8636.9501953125,8666.2998046875,8674.7001953125,8625.25,233500,1.0
^NSEI,2016-07-29,8668.2998046875,8638.5,8670.349609375,8631.150390625,157000,1.0
^NSEI,2016-08-01,8654.2998046875,8636.5498046875,8711.2998046875,8590.5,188400,1.0
^NSEI,2016-08-02,8647.4501953125,8622.900390625,8687.2001953125,8611.400390625,169400,1.0
^NSEI,2016-08-03,8635.2001953125,8544.849609375,8635.4501953125,8529.599609375,163000,1.0
^NSEI,2016-08-04,8599.9501953125,8551.099609375,8601.400390625,8518.150390625,164700,1.0
^NSEI,2016-08-05,8600.2001953125,8683.150390625,8689.400390625,8590.150390625,157900,1.0
^NSEI,2016-08-08,8712.849609375,8711.349609375,8723.5,8697.599609375,172600,1.0
^NSEI,2016-08-09,8727.7998046875,8678.25,8728.349609375,8638.2001953125,200100,1.0
^NSEI,2016-08-10,8686.7001953125,8575.2998046875,8690.099609375,8564.599609375,173600,1.0
^NSEI,2016-08-11,8572.7998046875,8592.150390625,8601.150390625,8540.0498046875,189200,1.0
^NSEI,2016-08-16,8670.25,8642.5498046875,8682.349609375,8600.4501953125,224800,1.0
^NSEI,2016-08-17,8639.7998046875,8624.0498046875,8667.099609375,8603.599609375,174100,1.0
^NSEI,2016-08-18,8648.849609375,8673.25,8690.7001953125,8645.0498046875,164300,1.0
^NSEI,2016-08-19,8694.2998046875,8666.900390625,8696.599609375,8647.099609375,191900,1.0
^NSEI,2016-08-22,8667.0,8629.150390625,8684.849609375,8614.0,152300,1.0
^NSEI,2016-08-23,8628.349609375,8632.599609375,8642.150390625,8580.0,187500,1.0
^NSEI,2016-08-24,8648.5,8650.2998046875,8661.0498046875,8620.900390625,149600,1.0
^NSEI,2016-08-25,8668.849609375,8592.2001953125,8683.0498046875,8583.650390625,213100,1.0
^NSEI,2016-08-26,8614.349609375,8572.5498046875,8622.9501953125,8547.5498046875,147500,1.0
^NSEI,2016-08-29,8583.75,8607.4501953125,8622.0,8543.75,129700,1.0
^NSEI,2016-08-30,8646.75,8744.349609375,8750.599609375,8642.25,150200,1.0
^NSEI,2016-08-31,8754.0498046875,8786.2001953125,8819.2001953125,8754.0498046875,362200,1.0
^NSEI,2016-09-01,8793.599609375,8774.650390625,8813.25,8759.9501953125,238900,1.0
^NSEI,2016-09-02,8796.349609375,8809.650390625,8824.099609375,8768.2001953125,191500,1.0
^NSEI,2016-09-06,8852.7001953125,8943.0,8950.849609375,8848.4501953125,195600,1.0
^NSEI,2016-09-07,8968.7001953125,8917.9501953125,8968.7001953125,8913.349609375,290100,1.0
^NSEI,2016-09-08,8915.5,8952.5,8960.349609375,8896.0,217200,1.0
^NSEI,2016-09-09,8934.2998046875,8866.7001953125,8939.150390625,8858.7001953125,175900,1.0
^NSEI,2016-09-12,8732.9501953125,8715.599609375,8746.9501953125,8699.400390625,184500,1.0
^NSEI,2016-09-14,8710.650390625,8726.599609375,8739.849609375,8688.900390625,184300,1.0
^NSEI,2016-09-15,8743.849609375,8742.5498046875,8751.9501953125,8704.349609375,145400,1.0
^NSEI,2016-09-16,8780.849609375,8779.849609375,8847.650390625,8750.5,265800,1.0
^NSEI,2016-09-19,8788.4501953125,8808.400390625,8824.2998046875,8774.2001953125,131700,1.0
^NSEI,2016-09-20,8816.099609375,8775.900390625,8816.4501953125,8759.2998046875,136500,1.0
^NSEI,2016-09-21,8790.2998046875,8777.150390625,8826.849609375,8757.2998046875,148800,1.0
^NSEI,2016-09-22,8873.349609375,8867.4501953125,8893.349609375,8837.7998046875,172800,1.0
^NSEI,2016-09-23,8880.75,8831.5498046875,8885.2001953125,8820.2998046875,185900,1.0
^NSEI,2016-09-26,8807.900390625,8723.0498046875,8809.5498046875,8715.099609375,164000,1.0
^NSEI,2016-09-27,8748.900390625,8706.400390625,8768.5,8690.5,151400,1.0
^NSEI,2016-09-28,8711.2001953125,8745.150390625,8767.0498046875,8703.150390625,165500,1.0
^NSEI,2016-09-29,8792.7001953125,8591.25,8800.650390625,8558.25,372900,1.0
^NSEI,2016-09-30,8581.5,8611.150390625,8637.150390625,8555.2001953125,181700,1.0
^NSEI,2016-10-03,8666.150390625,8738.099609375,8745.2001953125,8635.0,137300,1.0
^NSEI,2016-10-04,8770.0,8769.150390625,8783.650390625,8736.099609375,184300,1.0
^NSEI,2016-10-05,8806.349609375,8743.9501953125,8806.9501953125,8731.400390625,157200,1.0
^NSEI,2016-10-06,8768.7001953125,8709.5498046875,8781.150390625,8684.650390625,163600,1.0
^NSEI,2016-10-07,8721.7001953125,8697.599609375,8723.7001953125,8663.7998046875,150400,1.0
^NSEI,2016-10-10,8735.349609375,8708.7998046875,8745.7998046875,8703.9501953125,108400,1.0
^NSEI,2016-10-13,8671.5,8573.349609375,8681.5498046875,8541.349609375,212300,1.0
^NSEI,2016-10-14,8594.0,8583.400390625,8604.4501953125,8549.7998046875,162800,1.0
^NSEI,2016-10-17,8612.9501953125,8520.400390625,8615.400390625,8506.150390625,197400,1.0
^NSEI,2016-10-18,8556.0498046875,8677.900390625,8685.099609375,8555.900390625,216600,1.0
^NSEI,2016-10-19,8697.5,8659.099609375,8698.75,8636.7001953125,172100,1.0
^NSEI,2016-10-20,8693.349609375,8699.400390625,8727.0,8678.2998046875,161000,1.0
^NSEI,2016-10-21,8708.599609375,8693.0498046875,8709.099609375,8652.0498046875,157300,1.0
^NSEI,2016-10-24,8709.849609375,8708.9501953125,8736.9501953125,8684.150390625,157100,1.0
^NSEI,2016-10-25,8721.7001953125,8691.2998046875,8722.650390625,8663.4501953125,189800,1.0
^NSEI,2016-10-26,8657.2998046875,8615.25,8657.2998046875,8596.599609375,219300,1.0
^NSEI,2016-10-27,8607.099609375,8615.25,8624.849609375,8550.25,242800,1.0
^NSEI,2016-10-28,8625.0,8638.0,8653.75,8581.75,175500,1.0
^NSEI,2016-11-01,8653.150390625,8626.25,8669.599609375,8614.5,165000,1.0
^NSEI,2016-11-02,8542.7998046875,8514.0,8549.5,8504.849609375,155300,1.0
^NSEI,2016-11-03,8499.849609375,8484.9501953125,8537.650390625,8476.150390625,170500,1.0
^NSEI,2016-11-04,8503.599609375,8433.75,8504.0,8400.25,224800,1.0
^NSEI,2016-11-07,8535.75,8497.0498046875,8535.849609375,8481.4501953125,172800,1.0
^NSEI,2016-11-08,8540.0,8543.5498046875,8559.400390625,8480.099609375,195700,1.0
^NSEI,2016-11-09,8067.5,8432.0,8476.2001953125,8002.25,314300,1.0
^NSEI,2016-11-10,8555.599609375,8525.75,8598.4501953125,8510.7001953125,263100,1.0
^NSEI,2016-11-11,8456.650390625,8296.2998046875,8460.599609375,8284.9501953125,266900,1.0
^NSEI,2016-11-15,8284.849609375,8108.4501953125,8288.5498046875,8093.2001953125,359200,1.0
^NSEI,2016-11-16,8205.650390625,8111.60009765625,8210.0498046875,8089.39990234375,269500,1.0
^NSEI,2016-11-17,8105.10009765625,8079.9501953125,8151.25,8060.2998046875,191300,1.0
^NSEI,2016-11-18,8097.5498046875,8074.10009765625,8128.9501953125,8048.2998046875,161200,1.0
^NSEI,2016-11-21,8102.10009765625,7929.10009765625,8102.4501953125,7916.39990234375,218800,1.0
^NSEI,2016-11-22,7989.14990234375,8002.2998046875,8019.0498046875,7938.14990234375,210200,1.0
^NSEI,2016-11-23,8051.2001953125,8033.2998046875,8055.2001953125,7973.10009765625,181000,1.0
^NSEI,2016-11-24,8011.7998046875,7965.5,8024.85009765625,7952.5498046875,260500,1.0
^NSEI,2016-11-25,8007.9501953125,8114.2998046875,8122.25,7976.75,177900,1.0
^NSEI,2016-11-28,8080.64990234375,8126.89990234375,8146.5,8066.5,189700,1.0
^NSEI,2016-11-29,8131.5498046875,8142.14990234375,8197.349609375,8128.7001953125,189700,1.0
^NSEI,2016-11-30,8172.14990234375,8224.5,8234.25,8139.25,248000,1.0
^NSEI,2016-12-01,8244.0,8192.900390625,8250.7998046875,8185.0498046875,157700,1.0
^NSEI,2016-12-02,8153.5498046875,8086.7998046875,8159.2998046875,8070.0498046875,171500,1.0
^NSEI,2016-12-05,8088.75,8128.75,8141.89990234375,8056.85009765625,126500,1.0
^NSEI,2016-12-06,8153.14990234375,8143.14990234375,8178.7001953125,8130.85009765625,115300,1.0
^NSEI,2016-12-07,8168.39990234375,8102.0498046875,8190.4501953125,8077.5,169800,1.0
^NSEI,2016-12-08,8152.10009765625,8246.849609375,8256.25,8151.75,142500,1.0
^NSEI,2016-12-09,8271.7001953125,8261.75,8274.9501953125,8241.9501953125,149700,1.0
^NSEI,2016-12-12,8230.650390625,8170.7998046875,8230.650390625,8154.4501953125,108100,1.0
^NSEI,2016-12-13,8196.150390625,8221.7998046875,8228.849609375,8155.7998046875,184000,1.0
^NSEI,2016-12-14,8229.349609375,8182.4501953125,8229.400390625,8165.10009765625,144600,1.0
^NSEI,2016-12-15,8128.39990234375,8153.60009765625,8225.900390625,8121.9501953125,181800,1.0
^NSEI,2016-12-16,8178.2001953125,8139.4501953125,8178.7001953125,8127.4501953125,203000,1.0
^NSEI,2016-12-19,8126.0,8104.35009765625,8132.5,8094.85009765625,107400,1.0
^NSEI,2016-12-20,8110.60009765625,8082.39990234375,8124.10009765625,8062.75,128000,1.0
^NSEI,2016-12-21,8105.85009765625,8061.2998046875,8112.5498046875,8053.25,123700,1.0
^NSEI,2016-12-22,8043.85009765625,7979.10009765625,8046.4501953125,7964.9501953125,122600,1.0
^NSEI,2016-12-23,7972.5,7985.75,8022.60009765625,7942.0498046875,124100,1.0
^NSEI,2016-12-26,7965.10009765625,7908.25,7970.0498046875,7893.7998046875,106900,1.0
^NSEI,2016-12-27,7915.0498046875,8032.85009765625,8044.64990234375,7903.7001953125,118800,1.0
^NSEI,2016-12-28,8047.5498046875,8034.85009765625,8100.5498046875,8028.39990234375,126700,1.0
^NSEI,2016-12-29,8030.60009765625,8103.60009765625,8111.10009765625,8020.7998046875,178500,1.0
^NSEI,2016-12-30,8119.64990234375,8185.7998046875,8197.0,8114.75,127600,1.0
^NSEI,2017-01-02,8210.099609375,8179.5,8212.0,8133.7998046875,118300,1.0
^NSEI,2017-01-03,8196.0498046875,8192.25,8219.099609375,8148.60009765625,127300,1.0
^NSEI,2017-01-04,8202.650390625,8190.5,8218.5,8180.89990234375,132400,1.0
^NSEI,2017-01-05,8226.650390625,8273.7998046875,8282.650390625,8223.7001953125,159100,1.0
^NSEI,2017-01-06,8281.849609375,8243.7998046875,8306.849609375,8233.25,139400,1.0
^NSEI,2017-01-09,8259.349609375,8236.0498046875,8263.0,8227.75,99100,1.0
^NSEI,2017-01-10,8262.7001953125,8288.599609375,8293.7998046875,8261.0,142900,1.0
^NSEI,2017-01-11,8327.7998046875,8380.650390625,8389.0,8322.25,186500,1.0
^NSEI,2017-01-12,8391.0498046875,8407.2001953125,8417.2001953125,8382.2998046875,172600,1.0
^NSEI,2017-01-13,8457.650390625,8400.349609375,8461.0498046875,8373.150390625,185300,1.0
^NSEI,2017-01-16,8390.9501953125,8412.7998046875,8426.7001953125,8374.400390625,124100,1.0
^NSEI,2017-01-17,8415.0498046875,8398.0,8440.900390625,8378.2998046875,122000,1.0
^NSEI,2017-01-18,8403.849609375,8417.0,8460.2998046875,8397.400390625,163800,1.0
^NSEI,2017-01-19,8418.400390625,8435.099609375,8445.150390625,8404.0498046875,165900,1.0
^NSEI,2017-01-20,8404.349609375,8349.349609375,8423.650390625,8340.9501953125,202600,1.0
^NSEI,2017-01-23,8329.599609375,8391.5,8404.150390625,8327.2001953125,195000,1.0
^NSEI,2017-01-24,8407.0498046875,8475.7998046875,8480.9501953125,8398.150390625,179200,1.0
^NSEI,2017-01-25,8499.4501953125,8602.75,8612.599609375,8493.9501953125,292500,1.0
^NSEI,2017-01-27,8610.5,8641.25,8672.7001953125,8606.900390625,275400,1.0
^NSEI,2017-01-30,8635.5498046875,8632.75,8662.599609375,8617.75,304700,1.0
^NSEI,2017-01-31,8629.4501953125,8561.2998046875,8631.75,8552.400390625,521000,1.0
^NSEI,2017-02-01,8570.349609375,8716.400390625,8722.400390625,8537.5,327700,1.0
^NSEI,2017-02-02,8724.75,8734.25,8757.599609375,8685.7998046875,283500,1.0
^NSEI,2017-02-03,8735.150390625,8740.9501953125,8748.25,8707.75,191000,1.0
^NSEI,2017-02-06,8785.4501953125,8801.0498046875,8814.099609375,8770.2001953125,194400,1.0
^NSEI,2017-02-07,8805.7001953125,8768.2998046875,8809.2998046875,8741.0498046875,226300,1.0
^NSEI,2017-02-08,8774.5498046875,8769.0498046875,8791.25,8715.0,218700,1.0
^NSEI,2017-02-09,8795.5498046875,8778.400390625,8821.400390625,8724.099609375,187500,1.0
^NSEI,2017-02-10,8812.349609375,8793.5498046875,8822.099609375,8771.2001953125,225900,1.0
^NSEI,2017-02-13,8819.7998046875,8805.0498046875,8826.900390625,8754.2001953125,204900,1.0
^NSEI,2017-02-14,8819.900390625,8792.2998046875,8820.4501953125,8772.5,188300,1.0
^NSEI,2017-02-15,8778.9501953125,8724.7001953125,8807.900390625,8712.849609375,216100,1.0
^NSEI,2017-02-16,8739.0,8778.0,8783.9501953125,8719.599609375,184600,1.0
^NSEI,2017-02-17,8883.7001953125,8821.7001953125,8896.4501953125,8804.25,298300,1.0
^NSEI,2017-02-20,8818.5498046875,8879.2001953125,8886.25,8809.7998046875,167800,1.0
^NSEI,2017-02-21,8890.75,8907.849609375,8920.7998046875,8860.9501953125,175700,1.0
^NSEI,2017-02-22,8931.599609375,8926.900390625,8960.75,8905.25,247100,1.0
^NSEI,2017-02-23,8956.400390625,8939.5,8982.150390625,8927.5498046875,377200,1.0
^NSEI,2017-02-27,8943.7001953125,8896.7001953125,8951.7998046875,8888.650390625,189900,1.0
^NSEI,2017-02-28,8898.9501953125,8879.599609375,8914.75,8867.599609375,293600,1.0
^NSEI,2017-03-01,8904.400390625,8945.7998046875,8960.7998046875,8898.599609375,205900,1.0
^NSEI,2017-03-02,8982.849609375,8899.75,8992.5,8879.7998046875,218800,1.0
^NSEI,2017-03-03,8883.5,8897.5498046875,8907.099609375,8860.099609375,202600,1.0
^NSEI,2017-03-06,8915.099609375,8963.4501953125,8967.7998046875,8914.0,174800,1.0
^NSEI,2017-03-07,8977.75,8946.900390625,8977.849609375,8932.7998046875,173400,1.0
^NSEI,2017-03-08,8950.7001953125,8924.2998046875,8957.0498046875,8891.9501953125,177800,1.0
^NSEI,2017-03-09,8914.5,8927.0,8945.7998046875,8899.5,171500,1.0
^NSEI,2017-03-10,8953.7001953125,8934.5498046875,8975.7001953125,8903.9501953125,152700,1.0
^NSEI,2017-03-14,9091.650390625,9087.0,9122.75,9060.5,270300,1.0
^NSEI,2017-03-15,9086.849609375,9084.7998046875,9106.5498046875,9075.5,240600,1.0
^NSEI,2017-03-16,9129.650390625,9153.7001953125,9158.4501953125,9128.5498046875,208600,1.0
^NSEI,2017-03-17,9207.7998046875,9160.0498046875,9218.400390625,9147.599609375,286700,1.0
^NSEI,2017-03-20,9166.9501953125,9126.849609375,9167.599609375,9116.2998046875,332100,1.0
^NSEI,2017-03-21,9133.9501953125,9121.5,9147.75,9087.2001953125,247700,1.0
^NSEI,2017-03-22,9047.2001953125,9030.4501953125,9072.900390625,9019.2998046875,232300,1.0
^NSEI,2017-03-23,9048.75,9086.2998046875,9099.0498046875,9048.599609375,191800,1.0
^NSEI,2017-03-24,9104.0,9108.0,9133.5498046875,9089.400390625,203700,1.0
^NSEI,2017-03-27,9093.4501953125,9045.2001953125,9094.849609375,9024.650390625,202700,1.0
^NSEI,2017-03-28,9081.5,9100.7998046875,9110.400390625,9079.7998046875,183300,1.0
^NSEI,2017-03-29,9128.7001953125,9143.7998046875,9153.150390625,9109.099609375,243400,1.0
^NSEI,2017-03-30,9142.599609375,9173.75,9183.150390625,9136.349609375,323400,1.0
^NSEI,2017-03-31,9158.900390625,9173.75,9191.7001953125,9152.099609375,190900,1.0
^NSEI,2017-04-03,9220.599609375,9237.849609375,9245.349609375,9192.400390625,139100,1.0
^NSEI,2017-04-05,9264.400390625,9265.150390625,9273.900390625,9215.400390625,184800,1.0
^NSEI,2017-04-06,9245.7998046875,9261.9501953125,9267.9501953125,9218.849609375,186100,1.0
^NSEI,2017-04-07,9223.7001953125,9198.2998046875,9250.5,9188.099609375,190000,1.0
^NSEI,2017-04-10,9225.599609375,9181.4501953125,9225.650390625,9174.849609375,135800,1.0
^NSEI,2017-04-11,9184.5498046875,9237.0,9242.7001953125,9172.849609375,200100,1.0
^NSEI,2017-04-12,9242.5,9203.4501953125,9246.400390625,9161.7998046875,161800,1.0
^NSEI,2017-04-13,9202.5,9150.7998046875,9202.650390625,9144.9501953125,166500,1.0
^NSEI,2017-04-17,9144.75,9139.2998046875,9160.0,9120.25,0,1.0
^NSEI,2017-04-18,9163.0,9105.150390625,9217.900390625,9095.4501953125,174200,1.0
^NSEI,2017-04-19,9112.2001953125,9103.5,9120.5,9075.150390625,173700,1.0
^NSEI,2017-04-20,9108.099609375,9136.400390625,9143.900390625,9102.650390625,170300,1.0
^NSEI,2017-04-21,9179.099609375,9119.400390625,9183.650390625,9088.75,155200,1.0
^NSEI,2017-04-24,9135.349609375,9217.9501953125,9225.400390625,9130.5498046875,167700,1.0
^NSEI,2017-04-25,9273.0498046875,9306.599609375,9309.2001953125,9250.349609375,168700,1.0
^NSEI,2017-04-26,9336.2001953125,9351.849609375,9367.0,9301.349609375,185700,1.0
^NSEI,2017-04-27,9359.150390625,9342.150390625,9367.150390625,9322.650390625,209400,1.0
^NSEI,2017-04-28,9340.9501953125,9304.0498046875,9342.650390625,9282.25,162200,1.0
^NSEI,2017-05-02,9339.849609375,9313.7998046875,9352.5498046875,9269.900390625,161600,1.0
^NSEI,2017-05-03,9344.7001953125,9311.9501953125,9346.2998046875,9298.400390625,151600,1.0
^NSEI,2017-05-04,9360.9501953125,9359.900390625,9365.650390625,9323.25,269600,1.0
^NSEI,2017-05-05,9374.5498046875,9285.2998046875,9377.099609375,9272.0,231900,1.0
^NSEI,2017-05-08,9311.4501953125,9314.0498046875,9338.7001953125,9297.9501953125,174300,1.0
^NSEI,2017-05-09,9337.349609375,9316.849609375,9338.9501953125,9307.7001953125,132300,1.0
^NSEI,2017-05-10,9339.650390625,9407.2998046875,9414.75,9336.0,152700,1.0
^NSEI,2017-05-11,9448.599609375,9422.400390625,9450.650390625,9411.2998046875,171100,1.0
^NSEI,2017-05-12,9436.650390625,9400.900390625,9437.75,9372.5498046875,154300,1.0
^NSEI,2017-05-15,9433.5498046875,9445.400390625,9449.25,9423.099609375,140800,1.0
^NSEI,2017-05-16,9461.0,9512.25,9517.2001953125,9456.349609375,166500,1.0
^NSEI,2017-05-17,9517.599609375,9525.75,9532.599609375,9486.099609375,205500,1.0
^NSEI,2017-05-18,9453.2001953125,9429.4501953125,9489.099609375,9418.099609375,193300,1.0
^NSEI,2017-05-19,9469.900390625,9427.900390625,9505.75,9390.75,252100,1.0
^NSEI,2017-05-22,9480.25,9438.25,9498.650390625,9427.900390625,196800,1.0
^NSEI,2017-05-23,9445.0498046875,9386.150390625,9448.0498046875,9370.0,224400,1.0
^NSEI,2017-05-24,9410.900390625,9360.5498046875,9431.900390625,9341.650390625,211800,1.0
^NSEI,2017-05-25,9384.0498046875,9509.75,9523.2998046875,9379.2001953125,289200,1.0
^NSEI,2017-05-26,9507.75,9595.099609375,9604.900390625,9495.400390625,218800,1.0
^NSEI,2017-05-29,9560.0498046875,9604.900390625,9637.75,9547.7001953125,235000,1.0
^NSEI,2017-05-30,9590.650390625,9624.5498046875,9635.2998046875,9581.2001953125,193900,1.0
^NSEI,2017-05-31,9636.5498046875,9621.25,9649.599609375,9609.25,414300,1.0
^NSEI,2017-06-01,9603.5498046875,9616.099609375,9634.650390625,9589.900390625,176100,1.0
^NSEI,2017-06-02,9657.150390625,9653.5,9673.5,9637.4501953125,162200,1.0
^NSEI,2017-06-05,9656.2998046875,9675.099609375,9687.2001953125,9640.7001953125,127700,1.0
^NSEI,2017-06-06,9704.25,9637.150390625,9709.2998046875,9630.2001953125,145900,1.0
^NSEI,2017-06-07,9663.9501953125,9663.900390625,9678.5498046875,9630.5498046875,160700,1.0
^NSEI,2017-06-08,9682.400390625,9647.25,9688.7001953125,9641.5,155400,1.0
^NSEI,2017-06-09,9638.5498046875,9668.25,9676.25,9608.150390625,159000,1.0
^NSEI,2017-06-12,9646.7001953125,9616.400390625,9647.0498046875,9598.5,141400,1.0
^NSEI,2017-06-13,9615.5498046875,9606.900390625,9654.150390625,9595.400390625,129700,1.0
^NSEI,2017-06-14,9621.5498046875,9618.150390625,9627.400390625,9580.4501953125,181800,1.0
^NSEI,2017-06-15,9617.900390625,9578.0498046875,9621.400390625,9560.7998046875,171100,1.0
